Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_DIRECT	GO:0007623~circadian rhythm	11	0.9981851179673321	0.019687284696486562	AT4G38960, AT4G28610, AT3G20810, AT2G46830, AT4G08920, AT4G26700, AT3G01060, AT3G46780, AT5G17300, AT5G15840, AT2G42540	909	117	22569	2.334292403599334	0.9999999996283089	0.9347180386331881	0.927014318534563
GOTERM_BP_DIRECT	GO:0009769~photosynthesis, light harvesting in photosystem II	3	0.27223230490018147	0.02177184312759445	AT2G05070, AT2G05100, AT5G54270	909	6	22569	12.414191419141915	0.9999999999636375	0.9906188623055475	0.9824544211326997
GOTERM_BP_DIRECT	GO:0051321~meiotic cell cycle	8	0.7259528130671506	0.023833569963074796	AT5G35520, AT2G06510, AT1G69400, AT5G63540, AT3G22880, AT1G49910, AT1G19950, AT3G54080	909	71	22569	2.7975642634686	0.9999999999963687	1.0	0.9926672777268561
GOTERM_BP_DIRECT	GO:0010100~negative regulation of photomorphogenesis	4	0.3629764065335753	0.024563814768631446	AT4G38960, AT2G46340, AT2G31380, AT4G27310	909	16	22569	6.207095709570957	0.9999999999983962	1.0	0.9926672777268561
GOTERM_BP_DIRECT	GO:0098656~anion transmembrane transport	4	0.3629764065335753	0.028955032984116703	AT2G29180, AT3G21580, AT5G47560, AT5G51050	909	17	22569	5.841972432537371	0.9999999999999883	1.0	0.9926672777268561
GOTERM_BP_DIRECT	GO:0016120~carotene biosynthetic process	3	0.27223230490018147	0.029675977470162842	AT4G14210, AT3G10230, AT5G61670	909	7	22569	10.640735502121641	0.9999999999999948	1.0	0.9926672777268561
GOTERM_BP_DIRECT	GO:0071482~cellular response to light stimulus	6	0.5444646098003629	0.030983289819793505	AT2G30170, AT3G15354, AT5G67390, AT5G08740, AT1G01520, AT3G24190	909	44	22569	3.385688568856886	0.9999999999999988	1.0	0.9926672777268561
GOTERM_BP_DIRECT	GO:0009266~response to temperature stimulus	12	1.0889292196007259	0.03697162743875783	AT3G20810, AT1G21670, AT2G21500, AT5G13210, AT1G71000, AT1G33350, AT2G15960, AT1G69588, AT2G20900, AT1G31330, AT2G33680, AT5G56040	909	148	22569	2.013112122023013	1.0	1.0	0.9926672777268561
GOTERM_BP_DIRECT	GO:0050821~protein stabilization	5	0.4537205081669692	0.03828404200569902	AT5G13650, AT1G68730, AT5G61670, AT2G42540, AT2G28000	909	32	22569	3.879434818481849	1.0	1.0	0.9926672777268561
GOTERM_BP_DIRECT	GO:0000079~regulation of cyclin-dependent protein serine/threonine kinase activity	6	0.5444646098003629	0.03970764511215069	AT5G06150, AT1G76310, AT1G44110, AT4G37490, AT2G17620, AT4G30825	909	47	22569	3.1695807878660207	1.0	1.0	0.9926672777268561
GOTERM_BP_DIRECT	GO:0009867~jasmonic acid mediated signaling pathway	11	0.9981851179673321	0.042432244142797365	AT3G03450, AT1G60260, AT3G22290, AT3G11910, AT1G32230, AT4G15765, AT3G55310, AT2G27310, AT1G72510, AT3G58110, AT1G48500	909	133	22569	2.0534752723392637	1.0	1.0	0.9926672777268561
GOTERM_BP_DIRECT	GO:0009409~response to cold	26	2.35934664246824	0.0440834794027342	AT3G53460, AT1G61520, AT2G05070, AT3G54890, AT3G22840, AT1G55920, AT3G55280, AT2G46830, AT2G37190, AT3G13960, AT5G37770, AT2G05100, AT1G48500, AT1G23740, AT4G20380, AT3G05890, AT1G22190, AT4G25670, AT3G08920, AT5G16910, AT2G18260, AT1G01120, AT4G38680, AT5G13650, AT1G53240, AT2G42540	909	431	22569	1.4977678742352194	1.0	1.0	0.9926672777268561
GOTERM_BP_DIRECT	GO:0006744~ubiquinone biosynthetic process	4	0.3629764065335753	0.04442444229872775	AT2G41040, AT1G19140, AT3G10230, AT4G19010	909	20	22569	4.965676567656765	1.0	1.0	0.9926672777268561
GOTERM_BP_DIRECT	GO:0044772~mitotic cell cycle phase transition	5	0.4537205081669692	0.046388796810864705	AT5G06150, AT1G76310, AT1G44110, AT4G37490, AT2G17620	909	34	22569	3.6512327703358576	1.0	1.0	0.9926672777268561
GOTERM_BP_DIRECT	GO:0042274~ribosomal small subunit biogenesis	3	0.27223230490018147	0.04823659488900881	AT3G49990, AT1G69210, AT1G48830	909	9	22569	8.276127612761277	1.0	1.0	0.9926672777268561
GOTERM_BP_DIRECT	GO:0009790~embryo development	7	0.6352087114337568	0.04924024871387514	AT4G08280, AT1G75210, AT1G07030, AT3G14860, AT2G42110, AT3G62900, AT3G01410	909	66	22569	2.6333133313331336	1.0	1.0	0.9926672777268561
GOTERM_BP_DIRECT	GO:0009749~response to glucose	6	0.5444646098003629	0.04978394930066392	AT1G76550, AT1G28330, AT1G19200, AT1G10840, AT1G79550, AT1G20950	909	50	22569	2.9794059405940594	1.0	1.0	0.9926672777268561
GOTERM_BP_DIRECT	GO:0007015~actin filament organization	6	0.5444646098003629	0.04978394930066392	AT4G14147, AT1G50360, AT2G20290, AT4G35950, AT2G29890, AT5G54280	909	50	22569	2.9794059405940594	1.0	1.0	0.9926672777268561
GOTERM_BP_DIRECT	GO:0051260~protein homooligomerization	4	0.3629764065335753	0.05032649604787568	AT4G05520, AT5G41330, AT3G28007, AT2G42540	909	21	22569	4.72921577872073	1.0	1.0	0.9926672777268561
GOTERM_BP_DIRECT	GO:0007094~mitotic spindle assembly checkpoint	3	0.27223230490018147	0.058721031535291915	AT1G69400, AT1G49910, AT2G32900	909	10	22569	7.448514851485149	1.0	1.0	0.9926672777268561
GOTERM_BP_DIRECT	GO:0044255~cellular lipid metabolic process	13	1.17967332123412	0.06444925195937234	AT5G19850, AT3G51750, AT3G02540, AT4G37320, AT3G61770, AT1G19110, AT1G75210, AT3G45210, AT1G50020, AT5G13360, AT1G01520, AT1G58270, AT5G41900	909	182	22569	1.7734559170202735	1.0	1.0	0.9926672777268561
GOTERM_BP_DIRECT	GO:0009612~response to mechanical stimulus	3	0.27223230490018147	0.06990255094153028	AT1G54990, AT5G37770, AT4G11280	909	11	22569	6.771377137713772	1.0	1.0	0.9926672777268561
GOTERM_BP_DIRECT	GO:0006418~tRNA aminoacylation for protein translation	3	0.27223230490018147	0.06990255094153028	AT2G33840, AT3G56300, AT1G14610	909	11	22569	6.771377137713772	1.0	1.0	0.9926672777268561
GOTERM_BP_DIRECT	GO:0009785~blue light signaling pathway	4	0.3629764065335753	0.07014936264086527	AT4G08920, AT5G43630, AT3G21150, AT5G49230	909	24	22569	4.138063806380638	1.0	1.0	0.9926672777268561
GOTERM_BP_DIRECT	GO:0042752~regulation of circadian rhythm	5	0.4537205081669692	0.07046627280888572	AT4G38960, AT3G09600, AT3G20810, AT3G15354, AT4G08920	909	39	22569	3.1831260049081833	1.0	1.0	0.9926672777268561
GOTERM_BP_DIRECT	GO:0044085~cellular component biogenesis	14	1.2704174228675136	0.07353945145890523	AT5G44010, AT2G26180, AT2G29180, AT3G21580, AT3G16080, AT1G10850, AT1G16500, AT1G49650, AT3G60380, AT1G21670, AT5G60670, AT5G60210, AT2G21580, AT2G25210	909	206	22569	1.6873658239610367	1.0	1.0	0.9926672777268561
GOTERM_BP_DIRECT	GO:0009734~auxin-activated signaling pathway	15	1.3611615245009074	0.0738236363726686	AT3G23050, AT5G18020, AT3G54010, AT1G15580, AT5G54510, AT5G17300, AT5G49980, AT4G38850, AT1G52830, AT1G29420, AT5G63420, AT5G37020, AT1G69588, AT1G04550, AT2G04550	909	226	22569	1.647901515815298	1.0	1.0	0.9926672777268561
GOTERM_BP_DIRECT	GO:0009269~response to desiccation	4	0.3629764065335753	0.07742701894265325	AT2G05070, AT4G38680, AT3G44380, AT2G05100	909	25	22569	3.9725412541254124	1.0	1.0	0.9926672777268561
GOTERM_BP_DIRECT	GO:0032787~monocarboxylic acid metabolic process	11	0.9981851179673321	0.07864029011891926	AT4G37320, AT1G72690, AT5G19850, AT4G15765, AT2G30500, AT2G47370, AT2G27310, AT4G15550, AT5G39570, AT1G58270, AT5G41900	909	149	22569	1.8329678605444437	1.0	1.0	0.9926672777268561
GOTERM_BP_DIRECT	GO:0007105~cytokinesis, site selection	2	0.18148820326678766	0.07884743669422614	AT2G26180, AT1G17480	909	2	22569	24.82838283828383	1.0	1.0	0.9926672777268561
GOTERM_BP_DIRECT	GO:0001173~DNA-templated transcriptional start site selection	2	0.18148820326678766	0.07884743669422614	AT5G43630, AT5G39760	909	2	22569	24.82838283828383	1.0	1.0	0.9926672777268561
GOTERM_BP_DIRECT	GO:0008154~actin polymerization or depolymerization	2	0.18148820326678766	0.07884743669422614	AT4G29350, AT2G19760	909	2	22569	24.82838283828383	1.0	1.0	0.9926672777268561
GOTERM_BP_DIRECT	GO:0000303~response to superoxide	2	0.18148820326678766	0.07884743669422614	AT4G20380, AT1G32230	909	2	22569	24.82838283828383	1.0	1.0	0.9926672777268561
GOTERM_BP_DIRECT	GO:0010233~phloem transport	3	0.27223230490018147	0.0817082289276815	AT1G56430, AT5G04950, AT3G09070	909	12	22569	6.207095709570957	1.0	1.0	0.9926672777268561
GOTERM_BP_DIRECT	GO:0035435~phosphate ion transmembrane transport	3	0.27223230490018147	0.0817082289276815	AT1G80050, AT5G09470, AT5G51050	909	12	22569	6.207095709570957	1.0	1.0	0.9926672777268561
GOTERM_BP_DIRECT	GO:0010154~fruit development	6	0.5444646098003629	0.08818814125576793	AT1G53330, AT5G53200, AT5G37020, AT5G19160, AT4G16650, AT5G10920	909	59	22569	2.5249202886390334	1.0	1.0	0.9926672777268561
GOTERM_BP_DIRECT	GO:0016053~organic acid biosynthetic process	7	0.6352087114337568	0.09835050943524495	AT4G24750, AT4G35490, AT4G15765, AT5G10290, AT2G18970, AT1G58270, AT1G16500	909	79	22569	2.199983289468187	1.0	1.0	0.9926672777268561
GOTERM_BP_DIRECT	GO:0044283~small molecule biosynthetic process	5	0.4537205081669692	0.09975003390885573	AT2G26180, AT5G19850, AT5G35970, AT2G42975, AT3G24190	909	44	22569	2.8214071407140717	1.0	1.0	0.9926672777268561
GOTERM_BP_DIRECT	GO:0042440~pigment metabolic process	5	0.4537205081669692	0.09975003390885573	AT5G35970, AT3G44380, AT1G79770, AT5G65890, AT1G01520	909	44	22569	2.8214071407140717	1.0	1.0	0.9926672777268561
